name,cls,n,flag,cat,ean,jan,isbn,pref
ベンキュージャパン,B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,True,False,454
atRise,C_英数字のみ,1,中小候補,おもちゃ,1,True,False,458
快適設計IBR,B_和名(法人格なし),1,中小候補,産業・研究開発用品,1,True,False,457
TEOOT,C_英数字のみ,1,中小候補,車＆バイク,1,False,False,075
Hikari(ヒカリ),B_和名(法人格なし),1,中小候補,ペット用品,1,True,False,497
Scndtne,C_英数字のみ,1,中小候補,家電＆カメラ,2,False,False,079
LETMY,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,0,False,False,
Safigor,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
四国化成工業,B_和名(法人格なし),1,中小候補,産業・研究開発用品,0,False,False,
FAR EAST GADGET,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,True,False,458
Tarkins,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,False,False,062
eue,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,078
Twofox,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
ナイキ(NIKE),B_和名(法人格なし),1,大手/海外疑い,スポーツ＆アウトドア,1,True,False,456
THRIVE(スライヴ),B_和名(法人格なし),1,中小候補,ホーム＆キッチン,2,True,False,497
IMDEN CHARGE,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
ZRZK,C_英数字のみ,1,大手/海外疑い,家電＆カメラ,0,False,False,
SEMOTU,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,079
BeeTool,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
ACMEZING,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
SCM Microsystems,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,065
ルートアール,B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,True,False,456
Bolvunes,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
Yamazaki(山崎実業),B_和名(法人格なし),1,中小候補,ホーム＆キッチン,1,True,False,490
AooDen,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
日本のオラクルカード・タロットカード全集,B_和名(法人格なし),1,中小候補,おもちゃ,1,True,False,457
MAXZIQF,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,0,False,False,
ビクター(VICTOR),B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,True,False,499
TOWOOZ,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
138OnlineShop,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
GuMosh,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
イーサプライ,B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,True,False,458
LINKChef,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
Perixx,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,404
Douyear,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
Earbood,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
ホビージャパン(HobbyJAPAN),B_和名(法人格なし),1,中小候補,おもちゃ,1,True,False,498
KYG,C_英数字のみ,1,中小候補,ペット用品,1,False,False,697
VentaPak,C_英数字のみ,1,中小候補,ファッション,1,False,False,086
iplusmile,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,0,False,False,
ニュートンプレス,B_和名(法人格なし),1,中小候補,本,1,True,False,491
Sugeko,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
DEXION,C_英数字のみ,1,中小候補,家電＆カメラ,2,False,False,074
NOE,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
AIZEO,C_英数字のみ,1,中小候補,車＆バイク,1,False,False,019
Plata Publishing,C_英数字のみ,1,中小候補,洋書,1,False,True,978
Bit Trade One,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,True,False,456
マイナビ出版,B_和名(法人格なし),1,中小候補,本,1,False,True,978
レヂトン(Resiton),B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,493
オーム社,B_和名(法人格なし),1,中小候補,本,1,False,True,978
SwanScout,C_英数字のみ,1,中小候補,家電＆カメラ,0,False,False,
Foxkoo,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,075
フィード,B_和名(法人格なし),1,中小候補,ホーム＆キッチン,0,False,False,
モリグリーン(Moly Green),B_和名(法人格なし),1,中小候補,車＆バイク,2,True,False,498
ジョブカン Desktop,B_和名(法人格なし),1,中小候補,PCソフト,1,True,False,458
AthleteBody株式会社,A_法人格つき,1,中小候補,本,1,False,True,978
明治図書出版,B_和名(法人格なし),1,中小候補,本,1,False,True,978
AboveTEK,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,085
Avylet,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
WAVLINK,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,069
Everline,C_英数字のみ,1,中小候補,おもちゃ,1,False,False,037
オスモカラー,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,False,False,400
本間ゴルフ,B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,0,False,False,
8Bitdo,C_英数字のみ,1,大手/海外疑い,ゲーム,2,False,False,222
CyclingDeal,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,3,False,False,081
BQEYZ,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,069
グッドスマイルカンパニー(GOOD SMILE COMPANY),B_和名(法人格なし),1,中小候補,おもちゃ,1,True,False,458
AQielev,C_英数字のみ,1,中小候補,ゲーム,0,False,False,
ウェイモール (WEIMALL),B_和名(法人格なし),1,大手/海外疑い,車＆バイク,0,False,False,
Roadlamp,C_英数字のみ,1,中小候補,ミュージック,1,False,False,075
パワーブリーズ(POWER BREATHE),B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,1,False,False,506
白泉社,B_和名(法人格なし),1,中小候補,本,2,True,True,491
ストレッチングボード,B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,1,True,False,496
ワー ナー・ブ ラザース・ホームエ ンターテイ メント,B_和名(法人格なし),1,中小候補,DVD,1,True,False,458
Lusciouz,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,True,False,457
Shout! Factory,C_英数字のみ,1,中小候補,DVD,1,False,False,082
Mill Creek Entertainment,C_英数字のみ,1,中小候補,文房具・オフィス用品,1,False,False,068
GoveeLife,C_英数字のみ,1,中小候補,大型家電,2,False,False,081
Judout,C_英数字のみ,1,中小候補,ホーム＆キッチン,0,False,False,
Handeful,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,False,False,060
東映,B_和名(法人格なし),1,中小候補,DVD,0,False,False,
CME,C_英数字のみ,1,中小候補,楽器・音響機器,2,False,False,019
株式会社ソニー・ピクチャーズ エンタテインメント,A_法人格つき,1,大手/海外疑い,DVD,0,False,False,
Syitren,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,697
AHS,C_英数字のみ,1,中小候補,PCソフト,1,True,False,456
矢崎化工(Yazaki Kako),B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,0,False,False,
SENPPLE,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,076
Collonil(コロニル),B_和名(法人格なし),1,中小候補,ファッション,0,False,False,
スリーエム(3M),B_和名(法人格なし),1,中小候補,車＆バイク,2,True,False,005
Avrpqiwy,C_英数字のみ,1,中小候補,産業・研究開発用品,1,False,False,471
roborock,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,697
筒井時正商店,B_和名(法人格なし),1,中小候補,おもちゃ,1,True,False,451
金鳥,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,498
MiiElAOD,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
ブレイス(Braith),B_和名(法人格なし),1,中小候補,車＆バイク,1,True,False,493
消臭ビーズ,B_和名(法人格なし),1,中小候補,ペット用品,1,True,False,452
aestiquo,C_英数字のみ,1,中小候補,車＆バイク,0,False,False,
富士通,B_和名(法人格なし),1,中小候補,パソコン・周辺機器,3,True,False,065
NorwegianStyle,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,0,False,False,
大島屋(Ooshimaya),B_和名(法人格なし),1,中小候補,ホーム＆キッチン,1,True,False,453
Maxell,C_英数字のみ,1,中小候補,家電＆カメラ,1,True,False,490
Laundrin'(ランドリン),B_和名(法人格なし),1,中小候補,車＆バイク,1,True,False,458
こぐま会,B_和名(法人格なし),1,中小候補,本,2,False,True,978
ゼンハイザー(Sennheiser),B_和名(法人格なし),1,中小候補,家電＆カメラ,1,False,False,404
ハズブロ(HASBRO),B_和名(法人格なし),1,中小候補,おもちゃ,1,False,False,063
NANOXone(ナノックスワン),B_和名(法人格なし),1,中小候補,産業・研究開発用品,1,True,False,490
THANKO,C_英数字のみ,1,中小候補,ホーム＆キッチン,2,True,False,458
LIHILIS,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,074
山善(YAMAZEN),B_和名(法人格なし),1,大手/海外疑い,家電＆カメラ,1,True,False,455
NETGEAR,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,060
PLUS91(プラス91）,B_和名(法人格なし),1,中小候補,車＆バイク,0,False,False,
KJK,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,079
Blackstone Publishing,C_英数字のみ,1,中小候補,洋書,1,False,True,979
空調服,B_和名(法人格なし),1,中小候補,家電＆カメラ,0,False,False,
マンフロット(Manfrotto),B_和名(法人格なし),1,中小候補,家電＆カメラ,1,False,False,071
Def Jam,C_英数字のみ,1,中小候補,ミュージック,1,False,False,060
Philoent,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,074
Goal Zero,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,False,False,084
B3 BIGTHREE,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
マスプロ電工,B_和名(法人格なし),1,中小候補,家電＆カメラ,1,True,False,497
Kimwood,C_英数字のみ,1,中小候補,車＆バイク,1,False,False,076
Derila,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,506
Google,C_英数字のみ,1,中小候補,家電＆カメラ,1,False,False,084
Globular Cluster,C_英数字のみ,1,中小候補,ゲーム,0,False,False,
Evercade,C_英数字のみ,1,中小候補,PCソフト,1,False,False,506
メロリン,B_和名(法人格なし),1,中小候補,産業・研究開発用品,1,True,False,458
N-style,C_英数字のみ,1,中小候補,車＆バイク,1,True,False,457
Audio Technica(オーディオテクニカ),B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,True,False,496
Spopal,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,0,False,False,
Braun,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,True,False,498
サムスン(SAMSUNG),B_和名(法人格なし),1,中小候補,パソコン・周辺機器,1,False,False,088
Tipkook,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,0,False,False,
アイホン,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,496
マガジンハウス,B_和名(法人格なし),1,中小候補,本,3,True,True,491
ヘリノックス(Helinox),B_和名(法人格なし),1,中小候補,スポーツ＆アウトドア,1,False,False,100
フジクリーン,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,False,False,210
HP,C_英数字のみ,1,中小候補,パソコン・周辺機器,0,False,False,
NGK,C_英数字のみ,1,中小候補,車＆バイク,1,False,False,401
プロクソン(PROXXON),B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,495
Speakers Corner,C_英数字のみ,1,中小候補,ミュージック,1,False,False,075
安永,B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,458
LEGACY RECORDINGS,C_英数字のみ,1,中小候補,ミュージック,1,False,False,088
Semtyait,C_英数字のみ,1,中小候補,DIY・工具・ガーデン,1,False,False,079
プリンストン,B_和名(法人格なし),1,大手/海外疑い,パソコン・周辺機器,1,True,False,498
BIUBLE,C_英数字のみ,1,中小候補,車＆バイク,1,False,False,071
OM SYSTEM/オリンパス,B_和名(法人格なし),1,中小候補,楽器・音響機器,1,True,False,454
MEDICOM TOY,C_英数字のみ,1,中小候補,ホビー,1,True,False,453
KingSpec,C_英数字のみ,1,中小候補,パソコン・周辺機器,1,False,False,695
マクサー電機,B_和名(法人格なし),1,中小候補,家電＆カメラ,1,True,False,494
ロッキングオン,B_和名(法人格なし),1,中小候補,本,4,True,False,491
Winning,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,True,False,457
amBand,C_英数字のみ,1,大手/海外疑い,家電＆カメラ,0,False,False,
ヤマハ(YAMAHA),B_和名(法人格なし),1,中小候補,家電＆カメラ,1,True,False,495
アーテック(artec),B_和名(法人格なし),1,中小候補,おもちゃ,1,True,False,452
Kung Long,C_英数字のみ,1,中小候補,車＆バイク,1,False,False,471
BGB,C_英数字のみ,1,中小候補,ホーム＆キッチン,1,False,False,079
Mt.SUMI,C_英数字のみ,1,中小候補,スポーツ＆アウトドア,1,True,False,458
コロコロ堂,B_和名(法人格なし),1,中小候補,おもちゃ,1,True,False,457
英治出版,B_和名(法人格なし),1,中小候補,本,1,False,True,978
コンフィデンス,B_和名(法人格なし),1,中小候補,ペット用品,1,True,False,495
AZ(エーゼット),B_和名(法人格なし),1,中小候補,DIY・工具・ガーデン,1,True,False,496
三菱電機(MITSUBISHI ELECTRIC),B_和名(法人格なし),1,中小候補,大型家電,0,False,False,
東レ(TORAY),B_和名(法人格なし),1,中小候補,ホーム＆キッチン,1,True,False,496
マテル(MATTEL),B_和名(法人格なし),1,中小候補,おもちゃ,3,False,False,088
